ObjectID,Loc_name,Status,Score,Match_type,Match_addr,Xmin,Xmax,Ymin,Ymax,Addr_type,ARC_SingleLine,datum_čas_odtahu,místo_nařízeného_odtahu,důvod_nařízeného_odtahu,ulice,X,Y
6120,ul_co,M,100,A,Zahradnická 1,0,0,0,0,Address,Zahradnická 1,2014-05-23 11:55:00.000,"Zahradnická 1, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Zahradnická 1,16.5982470176076,49.1879653499498
6121,ul_co_zn,M,100,A,Moravské náměstí 8,0,0,0,0,Address,Moravské náměstí 8,2014-05-23 12:25:00.000,"Moravské náměstí 8-naproti, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Moravské náměstí 8,16.6062555685332,49.1982690594075
6122,ul_co_zn,M,100,A,Mendlovo náměstí 4,0,0,0,0,Address,Mendlovo náměstí 4,2014-05-23 12:35:00.000,"Mendlovo náměstí 4, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Mendlovo náměstí 4,16.5958719663467,49.1911210827262
6123,ulice,M,100,A,Myslivní,0,0,0,0,Address,Myslivní,2014-05-23 13:16:00.000,"Myslivní, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Myslivní,16.5408358971354,49.1901562724386
6124,ul_co_zn,M,100,A,Nádražní 16,0,0,0,0,Address,Nádražní 16,2014-05-23 13:20:00.000,"Nádražní 16, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Nádražní 16,16.6069859943998,49.1897359433234
6125,ul_co_zn,M,100,A,Nádražní 16,0,0,0,0,Address,Nádražní 16,2014-05-23 13:55:00.000,"Nádražní 16, Brno","§ 25 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Nádražní 16,16.6069859943998,49.1897359433234
6126,ul_co_zn,M,100,A,Pekařská 29,0,0,0,0,Address,Pekařská 29,2014-05-23 14:25:00.000,"Pekařská 29, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Pekařská 29,16.6022423149748,49.1920270554175
6127,ul_co_zn,M,100,A,Pekařská 46,0,0,0,0,Address,Pekařská 46,2014-05-23 14:45:00.000,"Pekařská 46-naproti, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Pekařská 46,16.599896654015,49.1919214827605
6128,ul_co_zn,M,100,A,Údolní 13,0,0,0,0,Address,Údolní 13,2014-05-23 16:00:00.000,"Údolní 13, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Údolní 13,16.6009732319448,49.196669347931
6129,ulice,M,100,A,Antonínská,0,0,0,0,Address,Antonínská,2014-05-23 16:40:00.000,"Antonínská-u školy, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Antonínská,16.6061286488255,49.2026209752504
6130,ul_co_zn,M,100,A,Gorkého 48,0,0,0,0,Address,Gorkého 48,2014-05-23 17:25:00.000,"Gorkého 48, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Gorkého 48,16.5930721369639,49.1992043821963
6131,ul_co_zn,M,100,A,Pekařská 18,0,0,0,0,Address,Pekařská 18,2014-05-23 20:20:00.000,"Pekařská 18, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Pekařská 18,16.602318295054,49.1922673449524
6132,ul_co_zn,M,100,A,Smetanova 41,0,0,0,0,Address,Smetanova 41,2014-05-24 00:35:00.000,"Smetanova 41-naproti, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Smetanova 41,16.6045994646807,49.2029994503196
6133,ul_co_zn,M,100,A,Gajdošova 18,0,0,0,0,Address,Gajdošova 18,2014-05-24 03:05:00.000,"Gajdošova 18, Brno-Židenice","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Gajdošova 18,16.6435762584304,49.201075269783
6134,ul_co_zn,M,100,A,Gajdošova 18,0,0,0,0,Address,Gajdošova 18,2014-05-24 03:05:00.000,"Gajdošova 18, Brno-Židenice","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Gajdošova 18,16.6435762584304,49.201075269783
6135,ul_co_zn,M,100,A,Vodní 32,0,0,0,0,Address,Vodní 32,2014-05-24 07:35:00.000,"Vodní 32, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Vodní 32,16.6029370491556,49.190063884275
6136,ul_co_zn,M,100,A,Stránského 2,0,0,0,0,Address,Stránského 2,2014-05-24 08:40:00.000,"Stránského 2, Brno-Žabovřesky",NULL,Stránského 2,16.5695146818105,49.214543123908
6137,ul_co_zn,M,100,A,Údolní 13,0,0,0,0,Address,Údolní 13,2014-05-24 11:15:00.000,"Údolní 13, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Údolní 13,16.6009732319448,49.196669347931
6138,ul_co_zn,M,100,A,Údolní 13,0,0,0,0,Address,Údolní 13,2014-05-24 17:15:00.000,"Údolní 13, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Údolní 13,16.6009732319448,49.196669347931
6139,ul_co_zn,M,100,A,Mendlovo náměstí 4,0,0,0,0,Address,Mendlovo náměstí 4,2014-05-24 19:40:00.000,"Mendlovo náměstí 4, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Mendlovo náměstí 4,16.5958719663467,49.1911210827262
6140,ul_co_zn,M,100,A,Pekařská 18,0,0,0,0,Address,Pekařská 18,2014-05-24 20:45:00.000,"Pekařská 18, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Pekařská 18,16.602318295054,49.1922673449524
6141,ul_co_zn,M,100,A,Biskupská 1,0,0,0,0,Address,Biskupská 1,2014-05-24 22:15:00.000,"Biskupská 1-naproti, Brno","§ 25 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Biskupská 1,16.6060180240221,49.1920705964037
6142,ul_co_zn,M,100,A,Biskupská 1,0,0,0,0,Address,Biskupská 1,2014-05-24 22:55:00.000,"Biskupská 1, Brno","§ 25 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Biskupská 1,16.6060180240221,49.1920705964037
6143,ul_co_zn,M,100,A,Biskupská 5,0,0,0,0,Address,Biskupská 5,2014-05-24 23:30:00.000,"Biskupská 5, Brno","§ 25 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Biskupská 5,16.6065498850116,49.1919017041687
6144,ul_co_zn,M,100,A,Biskupská 7,0,0,0,0,Address,Biskupská 7,2014-05-25 00:05:00.000,"Biskupská 7, Brno","§ 25 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Biskupská 7,16.6067783084195,49.1917953325178
6145,ul_co_zn,M,100,A,Biskupská 7,0,0,0,0,Address,Biskupská 7,2014-05-25 00:45:00.000,"Biskupská 7, Brno","§ 25 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Biskupská 7,16.6067783084195,49.1917953325178
6146,ulice,M,100,A,Rooseveltova,0,0,0,0,Address,Rooseveltova,2014-05-25 07:50:00.000,"Rooseveltova-park, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Rooseveltova,16.611318287602,49.1976293724272
6147,ul_co_zn,M,100,A,Hrnčířská 33,0,0,0,0,Address,Hrnčířská 33,2014-05-25 09:40:00.000,"Hrnčířská 33, Brno","§ 25 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hrnčířská 33,16.5991295386072,49.2093585427797
6148,ul_co_zn,M,100,A,Kopečná 78,0,0,0,0,Address,Kopečná 78,2014-05-25 10:40:00.000,"Kopečná 78, Brno","§ 25 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Kopečná 78,16.6017547112258,49.1917755788562
6149,ul_co_zn,M,100,A,Moravské náměstí 9,0,0,0,0,Address,Moravské náměstí 9,2014-05-25 11:25:00.000,"Moravské náměstí 9, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Moravské náměstí 9,16.6055934581474,49.1988035459591
6150,ul_co_zn,M,100,A,Moravské náměstí 9,0,0,0,0,Address,Moravské náměstí 9,2014-05-25 12:10:00.000,"Moravské náměstí 9, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Moravské náměstí 9,16.6055934581474,49.1988035459591
6151,ul_co_zn,M,100,A,Mendlovo náměstí 4,0,0,0,0,Address,Mendlovo náměstí 4,2014-05-25 14:45:00.000,"Mendlovo náměstí 4, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Mendlovo náměstí 4,16.5958719663467,49.1911210827262
6152,ul_co_zn,M,100,A,Jana Uhra 13,0,0,0,0,Address,Jana Uhra 13,2014-05-25 22:30:00.000,"Jana Uhra 13, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Jana Uhra 13,16.5962616689647,49.2023456128113
6153,ul_co_zn,M,100,A,Nerudova 11,0,0,0,0,Address,Nerudova 11,2014-05-26 00:20:00.000,"Nerudova 11-naproti, Brno","§ 25 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Nerudova 11,16.5952000928341,49.2063412308477
6154,ul_co_zn,M,100,A,Körnerova 13,0,0,0,0,Address,Körnerova 13,2014-05-26 07:55:00.000,"Körnerova 13-naproti, Brno-Zábrdovice","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Körnerova 13,16.6189011379716,49.1981644100307
6155,ul_co_zn,M,100,A,Veveří 4a,0,0,0,0,Address,Veveří 4a,2014-05-26 09:00:00.000,"Veveří 4a, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Veveří 4a,16.6035356868623,49.19918872498
6156,ul_co_zn,M,100,A,Veveří 4a,0,0,0,0,Address,Veveří 4a,2014-05-26 10:10:00.000,"Veveří 4a, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Veveří 4a,16.6035356868623,49.19918872498
6157,ul_co_zn,M,100,A,Veveří 6,0,0,0,0,Address,Veveří 6,2014-05-26 10:55:00.000,"Veveří 6, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Veveří 6,16.6031198430708,49.1991852033353
6158,ul_co_zn,M,100,A,Veveří 6,0,0,0,0,Address,Veveří 6,2014-05-26 11:40:00.000,"Veveří 6, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Veveří 6,16.6031198430708,49.1991852033353
6159,ul_co_zn,M,100,A,Táborská 220,0,0,0,0,Address,Táborská 220,2014-05-26 12:20:00.000,"Táborská 220, Brno-Židenice","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Táborská 220,16.6360994120441,49.1929141639923
6160,ul_co_zn,M,100,A,Veveří 4,0,0,0,0,Address,Veveří 4,2014-05-26 13:50:00.000,"Veveří 4, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Veveří 4,16.6032711199629,49.1990873892812
6161,ul_co_zn,M,100,A,Veveří 4a,0,0,0,0,Address,Veveří 4a,2014-05-26 14:35:00.000,"Veveří 4a, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Veveří 4a,16.6035356868623,49.19918872498
6162,ul_co_zn,M,100,A,Veveří 4,0,0,0,0,Address,Veveří 4,2014-05-26 15:30:00.000,"Veveří 4, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Veveří 4,16.6032711199629,49.1990873892812
6163,ul_co_zn,M,100,A,Veveří 6,0,0,0,0,Address,Veveří 6,2014-05-26 16:15:00.000,"Veveří 6, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Veveří 6,16.6031198430708,49.1991852033353
6164,ul_co_zn,M,100,A,třída Kpt. Jaroše 15,0,0,0,0,Address,třída Kpt. Jaroše 15,2014-05-26 20:15:00.000,"třída Kpt. Jaroše 15, Brno-Černá Pole","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",třída Kpt. Jaroše 15,16.6104129481475,49.2016850991034
6165,ul_co_zn,M,100,A,Smetanova 41,0,0,0,0,Address,Smetanova 41,2014-05-26 21:30:00.000,"Smetanova 41, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Smetanova 41,16.6045994646807,49.2029994503196
6166,ul_co_zn,M,100,A,Klusáčkova 1,0,0,0,0,Address,Klusáčkova 1,2014-05-26 21:41:00.000,"Klusáčkova 1, Brno-Ponava","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Klusáčkova 1,16.5962224801408,49.212290012886
6167,ul_co_zn,M,100,A,Gorkého 26,0,0,0,0,Address,Gorkého 26,2014-05-26 22:35:00.000,"Gorkého 26, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Gorkého 26,16.5963723826908,49.1996630870929
6168,ul_co_zn,M,100,A,Jiráskova 34,0,0,0,0,Address,Jiráskova 34,2014-05-27 04:30:00.000,"Jiráskova 34, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Jiráskova 34,16.5961053819948,49.2022656012759
6169,ul_co_zn,M,100,A,Slovanské náměstí 9,0,0,0,0,Address,Slovanské náměstí 9,2014-05-27 08:40:00.000,"Slovanské náměstí 9, Brno-Královo Pole","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Slovanské náměstí 9,16.5905896720721,49.2224899902866
6170,ul_co_zn,M,100,A,Moravské náměstí 9,0,0,0,0,Address,Moravské náměstí 9,2014-05-27 10:10:00.000,"Moravské náměstí 9-naproti, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Moravské náměstí 9,16.6055934581474,49.1988035459591
6171,ul_co_zn,M,100,A,Opavská 8,0,0,0,0,Address,Opavská 8,2014-05-27 10:40:00.000,"Opavská 8, Brno-Štýřice","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Opavská 8,16.600670550233,49.1800686077612
6172,ul_co_zn,M,100,A,Pekařská 18,0,0,0,0,Address,Pekařská 18,2014-05-27 10:40:00.000,"Pekařská 18, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Pekařská 18,16.602318295054,49.1922673449524
6173,ul_co_zn,M,100,A,Pekařská 86,0,0,0,0,Address,Pekařská 86,2014-05-27 11:10:00.000,"Pekařská 86-naproti, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Pekařská 86,16.5965683318061,49.1918020312242
6174,ul_co_zn,M,100,A,Hybešova 45,0,0,0,0,Address,Hybešova 45,2014-05-27 11:59:00.000,"Hybešova 45, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hybešova 45,16.600932204031,49.1892720903075
6175,ul_co_zn,M,100,A,Tučkova 18,0,0,0,0,Address,Tučkova 18,2014-05-27 12:15:00.000,"Tučkova 18, Brno","§ 67 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. f) bod 11 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Tučkova 18,16.5991778809083,49.2061209401935
6176,ul_co_zn,M,100,A,Hybešova 45,0,0,0,0,Address,Hybešova 45,2014-05-27 12:15:00.000,"Hybešova 45, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hybešova 45,16.600932204031,49.1892720903075
6177,ul_co_zn,M,100,A,Hybešova 43,0,0,0,0,Address,Hybešova 43,2014-05-27 13:30:00.000,"Hybešova 43, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hybešova 43,16.6015089722866,49.1892022842428
6178,ul_co_zn,M,100,A,Hybešova 15,0,0,0,0,Address,Hybešova 15,2014-05-27 13:37:00.000,"Hybešova 15, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Hybešova 15,16.6059512324032,49.1890227594057
6179,ul_co_zn,M,100,A,Václavská 2,0,0,0,0,Address,Václavská 2,2014-05-27 14:31:00.000,"Václavská 2-naproti, Brno","§ 27 zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů|§ 125c odst. 1 písm. k) zákona č. 361/2000 Sb., o provozu na pozemních komunikacích a o změnách některých zákonů, ve znění pozdějších předpisů",Václavská 2,16.5981035014635,49.1886912599962
